"ntaxa"	"mntd.obs"	"mntd.rand.mean"	"mntd.rand.sd"	"mntd.obs.rank"	"mntd.obs.z"	"mntd.obs.p"	"runs"
"Ascia monuste"	17	84.6154636470588	164.404710695537	26.4276474411353	1	-3.01915814588489	0.005	199
"Helicopsyche borealis"	0	NA	NA	NA	NA	NA	NA	199
"Morpheis pyracmon"	5	142.9648084	218.769937093467	48.2104766478878	12	-1.57237874346526	0.06	199
"Manoba major"	2	52.704	254.71642461809	90.4632654530589	2	-2.23308791260596	0.01	199
"Mythimna separata"	3	46.5455043333333	228.066748634841	51.0267980307778	1	-3.5573708581914	0.005	199
"Mustilizans dierli"	2	222.297188	256.056346040201	100.784438974856	39	-0.334963992294716	0.195	199
"Bembecia ichneumoniformis"	4	59.43406075	225.369182277638	46.5723560910649	2	-3.56295312187294	0.01	199
"Lyssa zampa"	2	237.158199	257.058118467337	73.6856776166219	54	-0.270064958496733	0.27	199
"Tineola bisselliella"	0	NA	NA	NA	NA	NA	NA	199
"Tuta absoluta"	2	22.3962	260.727908286432	98.2716669066365	2	-2.42523319069026	0.01	199
"Bucculatrix cristatella"	4	13.02560525	224.206202938442	51.3970175048322	1	-4.10881035399744	0.005	199
"Dalcera abrasa"	10	199.5824608	187.616280075377	33.3032379309576	128	0.359309828955092	0.64	199
"Emmelina monodactyla"	13	52.7923573846154	176.499874405102	28.7444773679681	1	-4.30369686103051	0.005	199
"Ectropis obliqua"	16	162.87252825	169.753972200063	27.5399425245254	85	-0.249871398385621	0.425	199
"Luehdorfia chinensis"	2	11.91972	260.256271688442	96.9834471565542	1	-2.56060759819733	0.005	199
"Tridrepana flava"	2	11.2713	258.041131557789	99.6532767278862	1	-2.47628416907575	0.005	199
"Hyposmocoma kahamanoa"	0	NA	NA	NA	NA	NA	NA	199
"Lacosoma chiridota"	2	23.5534	268.12656580402	108.642492653161	1	-2.25117410169163	0.005	199
"Catoptria falsella"	0	NA	NA	NA	NA	NA	NA	199
"Stigmella atricapitella"	2	23.5534	268.12656580402	108.642492653161	1	-2.25117410169163	0.005	199
"Hemileuca maia"	15	128.7495616	170.774543897822	27.8249837306724	13	-1.51033268175812	0.065	199
"Operophtera brumata"	31	92.0961180967742	135.799605500405	16.8543333798928	2	-2.59301192272424	0.01	199
"Coptotriche citrinipennella"	0	NA	NA	NA	NA	NA	NA	199
"Enyo lugubris"	7	138.066329714286	202.289790053841	41.4796102930139	17	-1.54831397609277	0.085	199
"Nemoria lixaria"	3	209.558824666667	231.758494403685	55.7483746631098	46	-0.39821196350875	0.23	199
"Alucita desmodactyla"	2	28.577567	254.832931432161	78.1232629888759	1	-2.89613305660796	0.005	199
